sku,weight
V464181OE000,0.1
GZS1400,0.1
GZR2128,0.1
GGQ7500,0.1
HR-8TEC-S,0.265
XEA217W,11
PDS6000Z1,1
PDS5000Z1,1
2095111,20.5
2093111,20.6
2105111,27
2092111,20.4
2102111,27
2103111,27
TVS-671-I5-8G,1
MS-80B-S-EH,0.115
MS-100BM-S-EH,0.115
ZLT4U2,0.1
SA600,0.1
86441,0.45
5737301,1.8
5711801,1.3
47WT30MS,0.1
FX9860GII,0.1
SEL90M28G.SYX,0.602
MSR100,1
MLT-K706S/ELS,1.081
MLT-R706/SEE,1.054
MLT-W706/SEE,0.62
IN116X,1
IN112X,1
4047-503,0.1
SL-STP000/SEE,0.1
SL-HPU701T/SEE,0.1
SL-HPU701F/SEE,0.1
DS920DWZ1,0.53
YSP3300(YSPCU3300BLB+SWSW160BLB),0.1
YSP4300B(YSPCU4300BLB+SWSW160BLB),0.1
3602080,0.1
PA-OAK-2WH,0.1
PA-OAA-0WH,0.1
PA-OAT-2WH,0.1
PA-OAC-T4W,0.1
58L9363DB,1
DR32HD-4TB,0.1
101-003-202,0.1
101-064-001,0.1
101-070-001,0.1
ACC0245,0.1
SON0380,0.1
DCN-MICSD,0.1
504439,0.1
101-067-001,0.1
220-300-100,0.1
SDS8M-P,0.1
RMU700,0.1
122.381,0.1
190.067,0.1
754.09,0.1
SON0387,0.1
Q2031B,0.1
ATW-701P/BANDF,0.1
ZB133,0.1
190.107,0.1
801.516,0.1
101-066-001,0.1
213-502-000,0.1
FG1010-318,0.1
FG1061-32,0.1
FG1906-07,0.1
FG2255-80,0.1
MEETING160-BL,1
BP18-P,0.1
BR18-P,0.1
S4.4BTX-EAW,0.1
MIC-X22,0.1
MIC-X66,0.1
CS152PW,0.1
LEST,0.1
112.07,0.1
178.412,0.1
PS-55-00,0.1
15-2193,0.1
15-2432,0.1
P656T,0.1
FG1906-13,0.1
FG2255-83,0.1
FG5793-06L-W,0.1
FG5793-06P-W,0.1
IFDMAX128GB,0.1
SON0388,0.1
3000552,0.1
101-065-001,0.1
101-069-001,0.1
213-498-000,0.1
311-104-321,0.1
BR18-A,0.1
SDS12I-A,0.1
SDS6I-A,0.1
SDS6I-P,0.1
PC-2852,0.1
GMLF004,0.1
BKT-MA106,0.1
INTERM-R150,0.1
F.01U.267.021,0.1
FG1010-325,0.1
FG1061-570,0.1
FG1061-732,0.1
ILAE99,0.1
15-2252,0.1
15-936,0.1
15-937,0.1
CD-230DJ,0.1
VID0342,0.1
101-031-301,0.1
301-392-202,0.1
SDS8I-A,0.1
N-8011MS,0.1
ILPL21,0.1
STS-M56-G,0.1
STS-S60B,0.1
15-2242,0.1
15-2244,0.1
15-2246,0.1
15-2356,0.1
15-2492,0.1
3830102,0.1
LMS808,0.1
101-068-001,0.1
BP12-A,0.1
BP18-A,0.1
SDS8I-P,0.1
SDS8M-A,0.1
J9089A#ABB,1
B-FV4D-GS14-QM-R,0.1
3504B001AA,0.09
5367B003,1
3335B001AA,0.1
C13S015039,0.1
DCN-FBPD,0.1
DCN-FCWD10,0.1
LC1-CSMB,0.1
PRS-16MCI,0.1
DCN-CONCM,0.1
LA1-UM40E1,1
LBB4116/05,0.1
JBLMTC52,0.1
PRX718XLF,0.1
KZ12,0.1
DCN-FBP,0.1
DCN-FBPS,0.1
DCN-RCWD10,0.1
LBB1957/00,0.1
15410007,0.1
DCN-FBPS-D,0.1
LBB4115/00,0.1
EW112G3-A-UK,0.1
KMT12,0.1
13000152,0.1
13041002,0.1
13041003,0.1
AKGST46,0.1
ATW-2110AP,0.1
122.317,0.1
190.177,0.1
190.201,0.1
190.236,0.1
752.685,0.1
DCN-DISCS-D,0.1
DCN-FPRIOB,0.1
PRS-2B250-EU,0.1
PRS-4B125,0.1
DCN-WCH05,0.1
LBB4443/00,0.1
RMD,0.1
FG1061-580,0.1
FG1061-64,0.1
FG1906-12,0.1
FG565-13-BL,0.1
FG5793-06P-B,0.1
100.356,0.1
172.035,0.1
190.085,0.1
MIC-SJ22,0.1
122.331,0.1
190.186,0.1
190.238,0.1
WS-5325UG01,0.1
4600,0.1
4610,0.1
FG1061-716,0.1
FG1061-764,0.1
FG1906-11,0.1
FG1906-24,0.1
FG555-11-BL,0.1
FG565-12-BL,0.1
FG1061-16,0.1
FG1906-15,0.1
FG1906-18,0.1
FG555-12-BL,0.1
FG555-51-BL,0.1
BMB-200K,0.1
ACA1,0.1
RM-05A,0.1
CHAMP3D,1
SUB-A165,0.1
C32E-RF,0.1
BLUBOB1,0.1
AKGC519ML,0.1
RJ12-6P6C-15M,0.1
ACC-S4.16RK,0.1
MICSJ33,0.1
15-2241,0.1
15-2254,0.1
15-2622,0.1
TXA-1020USB,0.1
S5.3HD-D2U,0.1
GJD300W,0.1
ZB114,0.1
ZB537,0.1
PJ-64,0.1
EVPXD643,0.1
WPBT8,0.1
CD-230USB,0.1
PLE-2MA240-EU,0.1
D-001R,0.1
YS13A,0.1
STD-10K,0.1
4645C,0.1
188.512,0.1
754.089,0.1
804.654,0.1
F.01U.117.529,0.1
FG1010-314,0.1
FG1010-510,0.1
FG1061-164K,0.1
FG1906-14,0.1
FG555-13-BL,0.1
FG565-11-BL,0.1
15-2255,0.1
15-2433,0.1
15-943,0.1
BLUBOB2,0.1
PA8250,1
83386,0.1
15-2431,0.1
15-883,0.1
15-931,0.1
15-967,0.1
1160A,0.1
CRO0322,0.1
ACC-S4.16HWBP,0.1
13041011,0.1
FG1061-540,0.1
FG1140-08,0.1
FG1906-17,0.1
SUB-A165-WHITE,0.1
BP12-P,0.1
SDS12I-P,0.1
SDS12M-P,0.1
80041,0.1
GS302,0.1
WS5325U-D04,0.1
EVC302GS,0.1
DBX166XS,0.1
1160MA,0.1
MIC-EM77,0.1
MIC-X33,0.1
PWT,0.1
15-2245,0.1
15-2621,0.1
15-2625,0.1
15-898,0.1
SON0386,0.1
5031200890,0.1
EVC302F,0.1
101-063-001,0.1
101-346-001,0.1
268-020-000,0.1
301-818-604,0.1
311-101-321,0.1
311-102-311,0.1
311-390-102,0.1
BR18/COVER,0.1
SDS12M-A,0.1
SON0378,0.1
ILPL25,0.1
3830103,0.1
8201,0.109
9101,0.12
8501,0.314
9501,0.13
400056228,0.1
400056229,0.1
400056230,0.1
400056231,0.1
2104024,0.18
2104023,0.18
53359E,0.494
430M-9-XX200,0.1
430M-3-XX200,0.1
BLGPG10702,0.1
3694,0.881
965655,1.628
100080446-X2,0.1
100080459-X2,0.1
100103711-X2,0.1
100080220-X2,0.1
100080166-X2,0.1
100080140-X2,0.1
857,0.8
HL6180DWU1-XX,0.1
HL6180DWTZU1-XX,0.1
MFCL2700DWZU1-XX,0.1
HL3150CDWZU1-XX,0.1
MFC9140CDNZU1-XX,0.1
MFCJ5320DWZU1-XX,0.1
MFCJ6520DWZU1-XX,0.1
DTAA5/BLU,0.1
400021018-XX200,0.1
400021019-XX200,0.1
400021020-XX200,0.1
400021021-XX200,0.1
400021022-XX200,0.1
400021023-XX200,0.1
400021024-XX200,0.1
400021025-XX200,0.1
400021026-XX200,0.1
400021027-XX200,0.1
400021028-XX200,0.1
131-av4,0.1
100080865,0.1
400053944-X3,0.1
100080220-X3,0.1
400053943-X2,0.1
100080459-X3,0.1
S0810930-3,0.1
5783-XX,0.1
100400624,0.1
13045RD,0.29
SF4868,0.115
SF4874,0.12
SF4884,0.12
837397-4,0.1
837398-4,0.1
887777-4,0.1
801867-4,0.1
902129-4,0.1
12216087-XX,0.1
12233-XX,0.1
7113/19,0.898
S0722400-XX,0.1
S0722430-XX,0.1
S0720530-XX,0.1
S0720680-XX,0.1
S0722370-XX,0.1
S0721610-XX,0.1
S0722440-XX,0.1
S0720580-XX,0.1
S0946320-XX,0.1
S0720830-XX,0.1
S0720500-XX,0.1
S0722550-XX,0.1
S0721510-XX,0.1
S0838810-XX1,0.1
S0722530-XX,0.1
S0722410-XX,0.1
S0722460-XX,0.1
S0720730-XX,0.1
3310/23,0.1
3300/01,0.1
3300/23,1.54
3350/23,0.1
25943,0.1
1210,13.21
5060114613386,1.444
5060114613140,0.31
8181/00,0.405
34440,0.1
BP-103883A,0.1
1901379,19.5
37400,0.043
08725X,0.1
2579/00,1.493
1081,0.1
89692,0.064
92546,0.05
93177,0.02
93779,0.26
AM30DC,1
5222B005AA,0.1
5867/00,0.1
C13T18044010,0.029
633808503031,0.1
633808524678,0.1
633808500610,0.1
633808524760,0.1
633808524975,0.1
633808502935,0.1
633808920425,0.1
633808500986,0.1
633808502164,0.1
633808523800,0.1
633808523787,0.1
633808523794,0.1
LC1280XLVALBP,0.36
X4DL Grey,0.1
106305,0.1
106344,0.1
106379,0.1
106355,0.1
104635,0.1
101399,0.1
CE658A,0.1
QL720NW,0.1
QL710W,0.1
686PLOY,0.015
100959,0.1
100961,0.1
101199,0.1
101202,0.1
101203,0.1
1643-ab9,0.1
1633-ab9,0.1
1623-ab9,0.1
H296NL-ab9,0.1
101325,0.1
101326,0.1
101327,0.1
PROS181,0.1
VHL131176,0.1
816965005260,0.1
816965005222,0.65
D90N30ESLRIII-H2B,0.1
K38080EU,0.1
K39677EU,0.1
5783,0.1
1064,0.25
633808402501,0.1
633808402532,0.1
633808431204,0.1
633808502195,0.1
CT-YT4-PK,0.03
53873,0.1
53879,0.283
805118,0.1
J345,0.1
FS1271E,0.1
FS1272E,0.1
FS1273E,0.1
FS0441E,0.1
FS0442E,0.1
FS0443E,0.1
FS1514K,0.1
FS2412K,0.1
FS2414K,0.1
SFW123CSB,0.1
SFW123FSC,0.1
SFW123GDF,0.1
VEMR5500,0.1
VEMR5900TSC,0.1
14322,0.1
14301,0.1
46520,0.1
LC1240VALBP,0.227
457,0.81
1850811,0.1
1853811C,0.1
1852811C,0.1
1855811C,0.1
1883811C,0.1
1882811C,0.1
1885811C,0.1
1884811C,0.1
1873811C,0.1
1872811C,0.1
1875811C,0.1
1874811C,0.1
5001112,0.1
51616,0.171
400013733,0.1
400014015,0.1
100206606,0.1
100206607,0.1
1736501,0.181
1966501,0.258
1970501,0.087
5065501,0.1
400004813,0.1
CE955A,0.1
81362493,0.1
400022213,0.1
955,0.243
103897,0.1
T62041,0.1
103010,1.06
103015,1.09
BA9A-1957-AS0,1.28
BA9A-1958-AS0,1.38
K39561UK,0.1
K39532UK,0.713
7101-0020-008,0.1
7401-0010-010,0.1
WJD823 Orange,0.1
NAS0200,0.1
NAS0250,0.1
NAS0251,0.1
PPH320A2,11.22
776286,0.1
AA6K-3420-SH0-FL01,0.1
AB9A-1923-AS0,0.1
AB9A-1922-AS0,0.1
100200142,0.1
100200136,0.1
M2825ND,9.3
53861,0.1
52372,0.14
84194,0.1
84195,0.1
84196,0.1
106326,0.1
106327,0.1
75595,0.1
J343/50,0.1
114276,0.1
114852,0.1
MD826ZM/A,0.032
FR620TEC,0.1
400013691,0.1
SD412/11/2S-av4,0.1
SD412/11/2S-ab9,0.1
PPS1600,0.1
PLU001,0.1
MEQ1W-6 Clear,0.1
MEQ2W-12 Clear,0.1
MEQ3W-18 Clear,0.1
MEQ4W-24 Clear,0.1
MEQ32W-32 Clear,0.1
MEQ1015-12 Clear,0.1
MEQ4001-6 Clear,0.1
MEQ1021-8 Clear,0.1
MEQ4016-32 Clear,0.1
MEQ3116-16 Clear,0.1
MEQ1031-12 Clear,0.1
MEQ1116-16 Clear,0.1
MEQ60C-60 Clear,0.1
MEQ48C-48 Clear,0.1
MEQ24-24 Clear,0.1
EF8028-57 Clear,0.1
MEQ1W-6 Coloured,0.1
MEQ2W-12 Coloured,0.1
MEQ3W-18 Coloured,0.1
MEQ4W-24 Coloured,0.1
MEQ32W-32 Coloured,0.1
MEQ1015-12 Coloured,0.1
MEQ4001-6 Coloured,0.1
MEQ1021-8 Coloured,0.1
MEQ4016-32 Coloured,0.1
MEQ3116-16 Coloured,0.1
MEQ1031-12 Coloured,0.1
MEQ1116-16 Coloured,0.1
MEQ60C-60 Coloured,0.1
MEQ48C-48 Coloured,0.1
MEQ24-24 Coloured,0.1
EF8028-57 Blue,0.1
MEQ1WX,0.1
MEQ2WX,0.1
MEQ3WX,0.1
MEQ4WX,0.1
MEQ32WX,0.1
MEQ60CX,0.1
MEQ48CX,0.1
MEQ24X,0.1
EF8028X,0.1
MEQ28WX,0.1
MEQ4018X,0.1
MEQ24CX,0.1
MEQ48NDX,0.1
MEQ60NDX,0.1
EF8802CX,0.1
EF8801CX,0.1
633808525064,0.1
633808503994,0.1
8162,0.465
GQR0450,60
1876488,0.1
106803,0.1
NP1-RD-DP1,0.1
NP2-RD-DP1,0.1
NP3-RD-DP1,0.1
NP4-RD-DP1,0.1
NP5-RD-DP1,0.1
NP6-RD-DP1,0.1
NP36AD-RD-DP1,0.1
NP5ADJ-RD-CASTORS,0.1
NP1-BL-DP1,0.1
NP2-BL-DP1,0.1
NP3-BL-DP1,0.1
NP4-BL-DP1,0.1
NP5-BL-DP1,0.1
NP6-BL-DP1,0.1
NP36AD-BL-DP1,0.1
NP5ADJ-BL-CASTORS,0.1
NP1-CH-DP1,0.1
NP2-CH-DP1,0.1
NP3-CH-DP1,0.1
NP4-CH-DP1,0.1
NP5-CH-DP1,0.1
NP6-CH-DP1,0.1
NP36AD-CH-DP1,0.1
NP5ADJ-CH-CASTORS,0.1
ST1-RD-DP1,0.1
ST2-RD-DP1,0.1
ST3-RD-DP1,0.1
ST4-RD-DP1,0.1
ST5-RD-DP1,0.1
ST6-RD-DP1,0.1
ST1-BL-DP1,0.1
ST2-BL-DP1,0.1
ST3-BL-DP1,0.1
ST4-BL-DP1,0.1
ST5-BL-DP1,0.1
ST6-BL-DP1,0.1
ST1-CH-DP1,0.1
ST2-CH-DP1,0.1
ST3-CH-DP1,0.1
ST4-CH-DP1,0.1
ST5-CH-DP1,0.1
ST6-CH-DP1,0.1
WSM1SK-RD-DP1,0.1
WSM2SK-RD-DP1,0.1
WSM3SK-RD-DP1,0.1
WSM4SK-RD-DP1,0.1
WSM5SK-RD-DP1,0.1
WSM1SK-BL-DP1,0.1
WSM2SK-BL-DP1,0.1
WSM3SK-BL-DP1,0.1
WSM4SK-BL-DP1,0.1
WSM5SK-BL-DP1,0.1
WSM1SK-CH-DP1,0.1
WSM2SK-CH-DP1,0.1
WSM3SK-CH-DP1,0.1
WSM4SK-CH-DP1,0.1
WSM5SK-CH-DP1,0.1
251-MD-HH-DP1,0.1
252-MD-HH-DP1,0.1
253-MD-HH-DP1,0.1
254-MD-HH-DP1,0.1
255-MD-HH-DP1,0.1
SQSS66-53MDP-BH-DP1,0.1
SQSS66-59MDP-BH-DP1,0.1
SQSS66-64MDP-BH-DP1,0.1
SQSS66-71MDP-BH-DP1,0.1
SQSS66-76MDP-BH-DP1,0.1
SQSS126-46MDP-BH-DP1,0.1
SQSS126-53MDP-BH-DP1,0.1
SQSS126-59MDP-BH-DP1,0.1
SQSS126-64MDP-BH-DP1,0.1
SQSS126-71MDP-BH-DP1,0.1
SQSS12LE46MDP-BH-DP1,0.1
SQSS12LE53MDP-BH-DP1,0.1
SQSS12LE59MDP-BH-DP1,0.1
SQSS12LE64MDP-BH-DP1,0.1
SQSS12LE71MDP-BH-DP1,0.1
SQSS12LE76MDP-BH-DP1,0.1
SQSS66-46MDP-LG-DP1,0.1
SQSS66-53MDP-LG-DP1,0.1
SQSS66-59MDP-LG-DP1,0.1
SQSS66-64MDP-LG-DP1,0.1
SQSS66-71MDP-LG-DP1,0.1
SQSS66-76MDP-LG-DP1,0.1
SQSS126-46MDP-LG-DP1,0.1
SQSS126-53MDP-LG-DP1,0.1
SQSS126-59MDP-LG-DP1,0.1
SQSS126-64MDP-LG-DP1,0.1
SQSS126-71MDP-LG-DP1,0.1
SQSS126-76MDP-LG-DP1,0.1
SQSS12LE46MDP-LG-DP1,0.1
SQSS12LE53MDP-LG-DP1,0.1
SQSS12LE59MDP-LG-DP1,0.1
SQSS12LE64MDP-LG-DP1,0.1
SQSS12LE71MDP-LG-DP1,0.1
SQSS12LE76MDP-LG-DP1,0.1
HA200-76-MDP-LG-SV,0.1
HA200-76-MDP-BH-SV,0.1
HA200-126-MDP-LG-SV,0.1
GA312800Bl,0.1
SQSS126-46MDP-BH-P15,0.1
SQSS126-53MDP-BH-P15,0.1
SQSS126-59MDP-BH-P15,0.1
SQSS126-64MDP-BH-P15,0.1
SQSS126-71MDP-BH-P15,0.1
SQSS126-76MDP-BH-P15,0.1
NP1-BL-Pack 30,0.1
NP2-BL-Pack 30,0.1
NP3-BL-Pack 30,0.1
NP4-BL-Pack 30,0.1
NP5-BL-Pack 30,0.1
NP6-BL-Pack 30,0.1
EF8802C-12 Coloured,0.1
EF8802C-12 Clear,0.1
EF8801C-18 Coloured,0.1
EF8801C-18 Clear,0.1
MEQ48ND-48 Coloured,0.1
MEQ28W-28 Clear,0.1
MEQ28W-28 Coloured,0.1
MEQ48ND-48 Clear,0.1
MEQ3112-12 Coloured,0.1
MEQ3112-12 Clear,0.1
MEQ4018-36 Coloured,0.1
MEQ4018-36 Clear,0.1
1880634,0.1
1880633,0.1
EF0001S,0.1
EF0212,0.1
EF0213,0.1
MEQ24C-24 Coloured,0.1
MEQ24C-24 Clear,0.1
MEQ60ND-60 Coloured,0.1
MEQ60ND-60 Clear,0.1
8025101,0.1
8025301,0.1
K67780WW,0.1
K67781WW,0.1
20101003,0.13
GL220,0.1
GL230,0.1
GL300,0.1
11965,0.1
GL301,0.1
2103758,0.1
SC1001KB,0.1
SC1002KW,0.1
LE039,0.1
LE157,0.1
LE6564,0.1
LE433,0.1
LE449,0.1
LE158,0.1
LE6562B,0.1
LE153,0.1
LE451,0.1
LE2205,0.1
LE6553D,0.1
LE6553C,0.1
LE2206,0.1
LE6553A,0.1
LE6562C,0.1
LE2207,0.1
LE152,0.1
LE454,0.1
LE113,0.1
LE701,0.1
LE876,0.1
LE704,0.1
CCW0330A1,1.875
K97127WW,0.1
K97128WW,0.1
K97129WW,0.1
K97130WW,0.1
K39755UK,0.1
K97016WW,0.1
K97017WW,0.1
K97014WW,0.1
K97015WW,0.1
K44423WW,0.1
K44404WW,0.1
K44406WW,0.1
K97096WW,0.1
K97111WW,0.1
K97113WW,0.1
A7183,0.685
X27030-XJ,0.042
103829,0.1
M2885FW,0.1
CF547AB19,0.1
R103,0.93
47183,0.13
4401930UK,9.655
816965005239,0.9
816965005659,0.9
GL244,0.1
GL240,0.1
GL241,0.1
GL242,0.1
GL249,0.1
D26103,3.16
114275,0.1
27M45HQ-B,4.2
114722,0.1
114277,0.1
114721,0.1
15431,1.58
45101201,0.1
45101203,0.1
45300500,0.1
49300500,0.1
47300500,0.1
23300500,0.1
1FA600210,0.1
288P6LJEB00,0.1
70100101,0.138
1883570,0.798
1883615,0.798
68064010,0.1
CWE1327CRF,0.1
DE69775EU,0.5
91094,0.1
MFCJ5320DWZU1,0.1
TK-895K,0.1
TK-895M,0.64
TK-895Y,0.64
7352,2.33
7353,2.377
K38077EU,0.1
MFCJ6720DW,0.1
108269,0.1
108270,0.1
108271,0.1
108272,0.1
123050,0.1
123054,0.1
C2S11A,0.1
C2S12A,0.1
CE957A,0.1
CF385A,0.1
CF386A,0.1
CF387A,0.1
CZ271A,46.6
CZ272A,45.9
CF278A,0.1
CE529A,0.1
CE989A,0.1
CF286A,0.1
CF288A,0.1
A8P79A,29.57
A8P80A,29.1
TL-WPA4230P KIT,0.1
TL-WPA4220T KIT,0.1
GPL1A2Z,1.395
101065,0.775
101066,1.057
OCM818WRU,0.1
OCM818BRU,0.1
218140800621702,0.1
218140800612497,0.1
88/10,0.1
8820/03,0.1
6810PL,0.1
11164,0.04
11162,0.19
11163,0.1
10180,1.9
Spectra A3,0.1
9182B001AA,0.098
9193B001AA,0.06
9194B001AA,0.06
9195B001AA,0.06
9182B004AA,0.395
9254B001AA,0.165
9254B004AA,0.055
63441,0.1
SON2463,0.1
S050614,0.1
S050613,0.1
S050611,0.1
TK825M,0.001
TK825Y,0.001
731Y,0.1
EP100,0.1
731C,0.1
LEXE260X22G,0.1
LEXC540X75G,0.1
DQ-BFN45PB,0.1
KX-P145-S,0.1
UG-3391,0.1
KX-FAT431X,0.1
UG-5575,0.1
UG-3390,0.1
2645B002AA,0.1
HL6050D,0.1
TK-3110,0.82
0080D2955,0.1
AADURB12C,0.304
AADURC,0.106
AAADURC,0.05
MLTD101XELS,0.1
0C540A1KGG,0.25
0C540X74GG,6.02
0C540X75GG,0.1
0C734X24GG,1.55
0C930H2KGG,1.01
0E260X22GG,0.1
70C20C00,0.225
70C20K00,0.22
70C20M00,0.22
70C20Y00,0.22
C734X20GG,0.42
C925X72GG,1.68
C925X73GG,1.68
C925X74GG,1.68
C925X75GG,1.68
C925X76GG,0.55
X340A11GG,1.1
CAN2464,0.1
CAN2465,0.1
CAN2452,0.1
CAN2454,0.1
3631B001,0.001
Wallet 15,0.1
V104170BE000,0.1
V104170WE000,0.1
i30801,0.1
i30802,0.1
i30803,0.1
t62128,0.1
t62216,0.1
24646,0.1
CAN2446,0.1
124292,0.1
RD75 GRY,0.1
RD100 GRY,0.1
4601015,0.1
2579/01,1.384
2579/02,1.453
2579/03,1.46
2209/28,1.453
2200/28,1.301
2557/06,0.1
1T02J10EU0,0.1
SI2,0.1
224P1,0.1
8229/01,0.266
2260/06,1.633
100080893,0.1
100082438,0.1
100082441,0.1
3861BC,0.1
1053BC,0.1
8137/05,0.16
S0718620,0.1
S0718600,0.1
14949X,0
30930392,0.1
30930393,0.1
PF19,0.634
SP153036,0.1
100102914,0.1
1901955,10.45
1901971,8.053
23000600,3
487,0.011
2101319E,0.1
NS005,0.1
FG614787BLA,0.1
WR5050,0.1
WR5150,0.1
G2000CUV-GU,0.1
1955/23,3.76
P80D20EL-D5,0.1
GK-2007AL,0.1
899949,0.1
2385/07,0.421
M281IR,0.1
93579,0.1
145633,0.1
T6 331,0.1
46710E,0.1
500,0.1
DPI03,0.1
SUP01,0.1
TOND912002,0.1
003R94565,0.1
CH0705CH,0.1
100090151,0.1
100090279,0.1
1T02BX0EU0,0.001
0621B026,0.1
3054/01,0.1
4541B006,0.1
2659B002,0.93
2660B002,0.93
2662B002,0.93
UG-3380,1.37
14N1068E,0.06
5701101,0.1
23301X,0.1
0628B025,0.1
3740451,0.1
C9153-67907,0.1
3479B002,0.001
2102565,0.1
0615B036,0.1
PMTRIOMPH,0.1
97002027,0.1
2002501,1.854
8835,3.77
5060114615281,2.793
263454,2.341
263470,0.9
263489,3.72
11833,0.1
5280-00-35,0.1
1820,10.801
1850,13.201
5060114610750,0.1
LWHCS/2,0.1
LWHCS/3,0.1
LWHCS/4,0.1
TT4S,27
SPC/BIN660G,0.1
SPC/BIN1100G,0.1
3963-58,0.1
FG396458DGRN,0.1
FG396458BLA,0.1
9W71,0.1
ML-30A,0.1
B140,0.1
DP1200,0.1
WS300-50,0.1
WS500,0.1
23223100,0.1
100082448,0.1
100082456,0.1
100081085,0.1
5579/00,0.1
80108,1.28
1448,0.094
1902683,0.1
1902686,0.1
100202107,0.1
1902668,0.1
1902669,0.1
1902671,0.1
1902672,0.1
1902677,0.1
1902681,0.1
1902682,0.1
1902678,0.1
CASSK1/8,0.1
80001,0.1
3965-58,10
28002R,0.1
ML-10A,0.1
ML-20A,0.1
8589/19,0.62
100340380,0.1
40121,2.8
40122,0.1
40123,3.1
295713,2.18
297242,0.1
K33928EU,0.1
100200680,0.1
KPLPEWUL,0.1
310320,1.17
310338,3
310378,2.26
310386,4.12
BP-107740H,0.1
VTA210-BLACK,0.1
QPB-201-RED,0.1
QPB-201-GREY,0.1
811803,0.1
QL700,0.1
113014D,0.26
7287,0.1
7288,0.1
7056,0.1
1906125,0.1
EA-781R-RD,0.01
4321-001,0.1
9309-501,20.7
9312-501,30.5
1212-601,5.6
1056-001,0.1
9476-001,0.1
9477-001,0.1
9478-011,0.1
VNA210,0.1
LNEO12BLK,0.1
EG60025G,0.1
1840,6.324
334269,0.985
4028214,0.333
4028218,0.1
1T02FV0DE1,0.1
4518512,0.62
LFH142,0.1
10031,2.36
51380,0.1
51381,0.1
51382,0.1
51383,0.1
29099,0.1
29100,0.086
29195,0.1
4539432,2.4
31133494,0.1
4539132,2.32
4539232,2.31
4539332,0.1
9960A1710594001,0.001
1T02F80EU0,0.82
1T02F3CEU0,0.64
1T02F3BEU0,0.64
1T02F3AEU0,0.64
UG-5545,0.1
1126301,0.03
9002310,0.03
3747524,0.1
14N0850,0.12
357756,0.215
46060,0.1
K64538EU,0.23
3301/23,1.56
3330/01,5.984
SALT3,0.1
SALT1,0.1
MSC 8120,0.1
MPR5040,0.1
MPL5040/100,0.1
MGS G18C,0.1
M-35-CB,0.1
M-50-VK,0.1
M-240-WB,0.1
OPR5040,0.1
OPL5040/100,0.1
O-35-CB,0.1
O-50-VK,0.1
O-120-WB,0.1
O-240-WB,0.1
CSM8120,0.1
CPE4250,0.1
U-35-CB,0.1
U-50-VK,0.1
U-240-WB,0.1
FSC2DSP,0.1
FSC4DSP,0.1
AC120,0.1
AC240,0.1
LVT50,0.1
AF010003,55
AF010703,55
PLX 28001R,0.1
BP500,13.5
BP333,9.8
R2200,0.1
TMS300,0.1
S420,14.85
CP320S2,0.1
2003004,0.026
SF10,0.1
1110,19.08
2205,13.18
TTB1840,0.1
NHL15,5
WV.570,10
NVQ900,10
HZQ200-2,10.1
CS190,0.1
4479A287,0.1
930318-Bulk,0.1
JP018-5,1.894
39103X,0.1
JP021 (5),0.884
196TN,0.1
400012982,0.1
P80D20EP-S1,0.1
YF1-92,29
FS1511K,72
FS1512K,92
FS1513K,144
SFW123GTC,0.1
SFW123DTB,0.1
SFW3096L,0.1
SWF30133L,0.1
93731,0.1
K64697EU,0.26
K64591EU,0.1
K64612WW,0.1
16199,0.27
412294,0.1
412308,0.1
412316,0.923
9002315,0.03
9002316,0.03
2389/19,0.108
416345,0.1
417113,0.1
418960,0.1
SP424026,0.1
8909,1.878
2B2100,0.1
99071,8.56
95010,13.538
95808,13.68
95057,23.1
95809,23.1
95026,0.1
95013,0.1
95000,13.18
95044,23.1
IXR3212,0.1
1734501,0.16
439791,0.923
SPC/GRIT200,13.002
SPC/GRIT400,16
9002308,0.39
463551,0.1
UG-3313,1.53
52060095,0.1
621128,0.1
60748,0.412
60743,0.56
60744,0.708
60750,0.1
60745,0.561
60746,0.1
60747,1.002
61125,0.402
BS001,0.9
VNA210TANN,0.1
SF868-KNIVES,0.1
SF868-DSPOON,0.1
SF868-TSPOON,0.1
308019,0.1
9002015,0.1
5245/19,0.14
P20LWV,0.1
P30LWV,0.1
P40LWV,0.1
LPRESSV,0.1
1459/02,0.22
318WP8,0.1
6908/02,0.445
5025,0.088
1642-00-85,0.021
6265,0.1
Y06007,0.1
8145/PB SPICERS,0.1
GK-2016B,0.1
7833A002,1.08
5715/19,0.248
A45040075,0.1
A45040095,0.1
A45060071,0.1
100092094,0.1
100092095,0.1
100092097,0.1
100092098,0.1
100092100,0.1
100092112,0.1
100092113,0.1
003R98837,2.9
400010783,0.1
400004815,0.1
PS927S,0.1
TZ221 / TZE221,0.042
TZ231 / TZE231,0.042
TZ241 / TZE241,0.067
TZ131 DO NOT USE,0.1
CN046AE,0.071
5267/06,0.178
SF-760P,8.05
8926-001,0.1
8927-001,0.1
8928-001,0.1
1901080,14.2
UG-3221,0.1
90101201,0.2
90101202,0.2
13101201,0.129
5460061,0.1
5462061,0.138
5464061,0.01
5465061,0.26
5227061,10
5247061,1.158
5240061,1.22
5241061,0.901
5242061,1.02
5243061,0.1
1902,5.3
1903,9.072
1900,1.913
1611,0.54
1612,182
1613,0.01
2242,0.16
2244,2.5
SS0935E,0.1
SS0936E,0.1
SS0937E,0.1
UX3CR,0.001
MS-80VER II,0.127
110,2.18
2184,1.775
